"id";"lavNumber";"name";"district";"status";"latitude";"longitude";"confidence";"source";"method";"officialName";"note"
"6-110-01-flanschenteich-bebitz";"6-110-01";"Flanschenteich Bebitz";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-02-dammloch-beesenlaublingen";"6-110-02";"Dammloch Beesenlaublingen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-03-neues-tonloch-beesenlaublingen";"6-110-03";"Neues Tonloch Beesenlaublingen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-04-altes-tonloch-beesenlaublingen";"6-110-04";"Altes Tonloch Beesenlaublingen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-05-alter-tagebau-gerlebogk";"6-110-05";"Alter Tagebau Gerlebogk";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-06-sportplatzteich-gerlebogk";"6-110-06";"Sportplatzteich Gerlebogk";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-07-villa-teich-gerlebogk";"6-110-07";"Villa-Teich Gerlebogk";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-08-lettenloch-bei-konnern";"6-110-08";"Lettenloch bei Könnern";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-10-tonloch-hanse-leau";"6-110-10";"Tonloch Hanse, Leau";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-11-mariensee-preulitz";"6-110-11";"Mariensee Preußlitz";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-12-saalealtarm-zwischen-plotzkau";"6-110-12";"Saalealtarm zwischen Plötzkau";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-13-saalealtarm-aderstedt";"6-110-13";"Saalealtarm Aderstedt";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-14-saale-von-kreisgrenze-saalekreis-bis";"6-110-14";"Saale von Kreisgrenze Saalekreis bis";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-15-groer-wiendorfer-teich";"6-110-15";"Großer Wiendorfer Teich";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-16-kringel-alsleben";"6-110-16";"Kringel Alsleben";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-17-saalealtarm-gnolbzig";"6-110-17";"Saalealtarm Gnölbzig";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-18-fuhne-vom-viadukt-bei-kleinwirschleben-a-b-bl-h-k-pl-ro-4-00-bis-mundung-in-die-saale";"6-110-18";"Fuhne vom Viadukt bei Kleinwirschleben A, B, Bl, H, K, Pl, Ro 4,00 bis Mündung in die Saale";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-19-taiga-in-grona";"6-110-19";"Taiga in Gröna";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-20-schwefelteich-bebitz";"6-110-20";"Schwefelteich Bebitz";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-21-tonloch-huhn-leau";"6-110-21";"Tonloch Huhn Leau";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-22-kiesgrube-beesenlaublingen";"6-110-22";"Kiesgrube Beesenlaublingen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-23-die-strenge-bei-aderstedt";"6-110-23";"Die Strenge bei Aderstedt";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-24-alter-ziegeleiteich-baalberge";"6-110-24";"Alter Ziegeleiteich Baalberge";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-110-25-bebitzer-dorfteich";"6-110-25";"Bebitzer Dorfteich";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-111-02-feldlache-in-der-aue-bei-nienburg";"6-111-02";"Feldlache in der Aue bei Nienburg";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-111-04-bode-vom-beginn-des-muhlgrabens";"6-111-04";"Bode vom Beginn des Mühlgrabens";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-111-05-saalealtarm-nienburg";"6-111-05";"Saalealtarm Nienburg";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-111-08-schlammteich-gerbitz";"6-111-08";"Schlammteich Gerbitz";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-111-11-schachtsee-neugattersleben";"6-111-11";"Schachtsee Neugattersleben";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-111-12-alter-schacht-pauline-neugatersleben-h-k-ro-s-4-00";"6-111-12";"Alter Schacht „Pauline“ Neugatersleben H, K, Ro, S 4,00";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-111-13-saale-von-einmundung-der-fuhne-bis";"6-111-13";"Saale von Einmündung der Fuhne bis";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-112-01-dorfteich-brundel";"6-112-01";"Dorfteich Bründel";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-112-02-dorfteich-plotzkau";"6-112-02";"Dorfteich Plötzkau";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-112-03-saalealtarm-lesewitz-bei-plotzkau";"6-112-03";"Saalealtarm Lesewitz bei Plötzkau";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-113-01-fahrt-in-preulitz";"6-113-01";"Fahrt in Preußlitz";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-113-02-groer-teich-hinter-der-fahrt-in-preulitz-a-h-k-ro-s-0-30";"6-113-02";"Großer Teich hinter der Fahrt in Preußlitz A, H, K, Ro, S 0,30";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-113-03-tonloch-preulitz";"6-113-03";"Tonloch Preußlitz";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-230-01-schloteiche-freckleben";"6-230-01";"Schloßteiche Freckleben";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-01-schacht-9-bei-eggersdorf";"6-400-01";"Schacht 9 bei Eggersdorf";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-02-seehof-bei-wespen-barby";"6-400-02";"Seehof bei Wespen-Barby";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-03-jagerschacht-bei-glothe-brumby";"6-400-03";"Jägerschacht bei Glöthe-Brumby";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-05-parkteich-bei-brumby";"6-400-05";"Parkteich bei Brumby";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-06-kohls-see-bei-biere";"6-400-06";"Kohls See bei Biere";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-07-erdkuten-grune-lungen-bei-calbe";"6-400-07";"Erdkuten (Grüne Lungen) bei Calbe";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-08-damaschkeplan-2-teiche-bei-calbe";"6-400-08";"Damaschkeplan (2 Teiche) bei Calbe";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-09-griebehner-teiche-bei-calbe";"6-400-09";"Griebehner Teiche bei Calbe";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-10-erlenteich-bei-kleinmuhlingen";"6-400-10";"Erlenteich bei Kleinmühlingen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-11-pfingstwiesen-bei-kleinmuhlingen";"6-400-11";"Pfingstwiesen bei Kleinmühlingen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-12-pfannenpfutze-bei-plotzky";"6-400-12";"Pfannenpfütze bei Plötzky";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-13-beamtenteich-bei-tornitz";"6-400-13";"Beamtenteich bei Tornitz";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-14-gruner-teich-bei-tornitz";"6-400-14";"Grüner Teich bei Tornitz";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-15-pappelteich-bei-tornitz";"6-400-15";"Pappelteich bei Tornitz";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-16-liesekuhle-bei-grunewalde";"6-400-16";"Liesekuhle bei Grünewalde";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-17-fahrlake-bei-grunewalde";"6-400-17";"Fährlake bei Grünewalde";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-18-rothe-bei-schonebeck";"6-400-18";"Röthe bei Schönebeck";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-19-kiesgrube-1-und-2-bei-schonebeck";"6-400-19";"Kiesgrube 1 und 2 bei Schönebeck";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-20-saale-im-altkreis-schonebeck";"6-400-20";"Saale im Altkreis Schönebeck";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-21-norderney-in-schwarz";"6-400-21";"Norderney in Schwarz";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-22-elbe-von-km-305-km-320-beidseitig";"6-400-22";"Elbe von km 305 - km 320 beidseitig";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-23-kiessandtagebau-pommelter-strae";"6-400-23";"Kiessandtagebau Pömmelter Straße";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-24-saalealtarm-tippelskirchen";"6-400-24";"Saalealtarm Tippelskirchen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-25-elbumflut-von-alte-fahre-bis";"6-400-25";"Elbumflut von Alte Fähre bis";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-26-hoher-teich-bei-glinde";"6-400-26";"Hoher Teich bei Glinde";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-27-pfaffenbruch-bei-glinde";"6-400-27";"Pfaffenbruch bei Glinde";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-28-kiesbaggerloch-bei-glinde";"6-400-28";"Kiesbaggerloch bei Glinde";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-29-heiliger-see-bei-plotzky";"6-400-29";"Heiliger See bei Plötzky";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-30-kuchenpfuhl-elbenau";"6-400-30";"Küchenpfuhl Elbenau";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-31-pfeiffersee-plotzky";"6-400-31";"Pfeiffersee Plötzky";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-32-3-locher-bei-ranies";"6-400-32";"3 Löcher bei Ranies";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-33-stilles-wasser-elbenau";"6-400-33";"Stilles Wasser Elbenau";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-34-kiessee-tornitz";"6-400-34";"Kiessee Tornitz";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-35-elbealtarm-grunewalde";"6-400-35";"Elbealtarm Grünewalde";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-36-angerteich-in-glothe";"6-400-36";"Angerteich in Glöthe";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-37-worth-in-plotzky";"6-400-37";"Worth in Plötzky";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-38-kiesgrube-an-der-magdeburger-strae";"6-400-38";"Kiesgrube an der Magdeburger Straße";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-39-tilsschacht-brumby";"6-400-39";"Tilsschacht Brumby";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-40-awg-seen-1-2-und-3-gommern-plotzky";"6-400-40";"AWG Seen 1, 2 und 3 Gommern-Plötzky";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-41-salinekanal-schonebeck";"6-400-41";"Salinekanal Schönebeck";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-43-schachtteich-eggersdorf";"6-400-43";"Schachtteich Eggersdorf";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-44-kirchbreite-bei-barby";"6-400-44";"Kirchbreite bei Barby";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-45-gotzenthiegraben";"6-400-45";"Götzenthiegraben";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-46-westufer-albertinensee";"6-400-46";"Westufer Albertinensee";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-47-tonlocher-glothe";"6-400-47";"Tonlöcher Glöthe";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-400-48-kiessee-pommelte";"6-400-48";"Kiessee Pömmelte";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-401-01-bruch-1-bei-breitenhagen";"6-401-01";"Bruch 1 bei Breitenhagen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-401-02-bruch-2-bei-breitenhagen";"6-401-02";"Bruch 2 bei Breitenhagen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-401-03-bruch-3-bei-breitenhagen";"6-401-03";"Bruch 3 bei Breitenhagen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-401-04-badebruch-bei-breitenhagen";"6-401-04";"Badebruch bei Breitenhagen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-401-05-drahningensee-bei-breitenhagen";"6-401-05";"Drähningensee bei Breitenhagen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-401-06-krugersee-bei-breitenhagen";"6-401-06";"Krügersee bei Breitenhagen";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-401-07-kleiner-dorfsee-gro-rosenburg";"6-401-07";"Kleiner Dorfsee Groß Rosenburg";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-401-08-landgraben-von-einmundung-des";"6-401-08";"Landgraben von Einmündung des";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-401-09-taube-von-700m-oberhalb-der";"6-401-09";"Taube von 700m oberhalb der";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-402-01-dolphus-bei-barby";"6-402-01";"Dolphus bei Barby";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-402-02-barbyer-landgraben-von";"6-402-02";"Barbyer Landgraben von";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-402-03-hafen-barby";"6-402-03";"Hafen Barby";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"6-402-04-kiesgrube-barby-sud";"6-402-04";"Kiesgrube Barby-Süd";"Salzlandkreis";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
